year,id,word_count,cooccur_topic3_house,cooccur_topic5_white,cooccur_topic2_bank,cooccur_topic3_public,cooccur_topic1_work,smallpox_burial_cooccurrences,cooccur_topic4_would,cooccur_topic4_good,cooccur_topic4_france,cooccur_topic1_received,smallpox_sick_cooccurrences,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic5_black,cooccur_topic2_town,cooccur_topic5_company,smallpox_epidemic_cooccurrences,cooccur_topic2_county,smallpox_death_cooccurrences,cooccur_topic4_state,cooccur_topic1_read,cooccur_topic4_great,cooccur_topic1_american,smallpox_died_cooccurrences,cooccur_topic5_cotton,smallpox_plague_cooccurrences,cooccur_topic2_time,cooccur_topic1_vessel,cooccur_topic5_shall,cooccur_topic3_bill,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1813,24_1813-06-21_p4_sn83016082_00332895084_1813062101_0710,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045099255,0.030632194,0.022095848,0.017794084,0.8843787
1813,5_1813-12-06_p2_sn83016082_00332895084_1813120601_0804,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9658934,0.011954754,0.009053102,0.007126572,0.0059721814
1813,18_1813-12-27_pNone_sn83016082_00332895084_1813122701_0815,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12968816,0.85563254,0.0059370054,0.004759734,0.0039826212
1813,20_1813-12-20_p4_sn83016082_00332895084_1813122001_0814,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04319287,0.90205425,0.022023955,0.017801119,0.014927804
1813,7_1813-06-21_p4_sn83016082_00332895084_1813062101_0710,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969289,0.010761561,0.008032169,0.006487032,0.005430151
1813,6_1813-11-29_p1_sn83016082_00332895084_1813112901_0799,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028832445,0.8137658,0.18142235,0.0010503083,0.0008782407
1813,12_1813-04-05_pNone_sn83016082_00332895084_1813040501_0675,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087130545,0.005654869,0.2881303,0.6947224,0.0027793604
1813,33_1813-12-20_p4_sn83016082_00332895084_1813122001_0814,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09674713,0.8118291,0.00740319,0.0059301243,0.078090504
1813,16_1813-06-14_p3_sn83016082_00332895084_1813061401_0705,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62276256,0.3406624,0.014758642,0.011868474,0.009948025
1813,8_1813-04-05_pNone_sn83016082_00332895084_1813040501_0675,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013812864,0.97152644,0.005920836,0.0047587943,0.00398108
